Id,SalePrice
2658,158831.70763870107
2718,273566.8222516031
2414,176600.44801422034
1989,102742.15766273718
625,177707.38899916306
333,124649.87452982517
1327,123418.638111496
858,158459.59272451152
95,201958.29568652192
1568,176345.81321338098
2482,172502.1113227714
1364,108763.00956292078
2584,162572.8008711246
818,337454.4188763349
2673,141702.7100453329
2089,116046.91174744733
1297,155200.10490428144
790,127106.28529005451
2616,207061.69155508163
720,127181.9298992923
222,147179.67423716676
557,128772.22754203877
1148,224004.43719046563
2766,136712.86403786938
534,192548.61028243892
1452,120064.3811220032
630,136064.96366117313
2648,103359.88334145641
125,135057.68188188318
1904,79935.23078893067
1670,124825.3043028271
756,113948.95067242684
717,255994.7724664203
1032,160672.71927882207
852,223311.89778450748
1731,173201.12308674317
2639,129353.5876230551
2071,84536.70238876936
1267,90749.48311424884
1851,215033.3950865931
567,163859.21604239836
2439,207250.31888784817
1898,158807.73225179617
647,148733.8886193873
2256,212958.20525310806
979,119989.99235349928
1444,211144.3115186873
2485,130614.2725534899
157,114899.56291234551
88,127376.81377882452
2003,110167.36868620361
186,142870.10235882166
1425,275099.0585401518
2695,125693.57309525856
738,95758.53960397281
395,142271.36419770878
1353,148115.09416790644
1878,161740.87759423722
390,159643.04137512052
1456,240495.4358555174
1103,345402.58843810344
1387,119000.21989133058
2070,134687.83971467416
1199,170853.77555311588
2479,180978.0703164941
501,337029.8559941979
2362,106395.7765414404
1718,204757.5397518751
2188,75872.80892601388
1483,143977.66274712386
2557,78333.74920918758
437,331752.5693992103
2224,202253.00213879242
1628,155112.7732953542
397,134109.8939898495
587,209800.23852134182
2182,795062.1363668196
971,136843.2641078044
2611,145186.22263995023
1887,95200.30229618296
2399,296197.4966214866
2148,217994.77147082426
304,100429.14408080897
1997,117652.1412465655
2817,117316.18863802915
1431,193843.55499804288
427,425495.3016272071
263,123691.87885966827
598,166681.44469695305
2895,255495.27348213608
687,157382.43032754085
1822,126268.2386144253
2191,104686.06319019536
179,116667.69581643515
1009,179956.73576117202
2010,116146.33459932893
1991,134109.00347673357
1411,172628.1812533287
1721,242333.21664801147
1144,199825.64643198904
593,192920.3793674442
575,266972.23632184986
1249,183735.9690220995
1604,139480.05900218955
1064,418254.117447681
1923,143953.2070502527
1988,91157.65782377776
2325,173049.2226704486
114,228809.77919297246
2700,259031.02811656066
217,166508.9570777308
343,191536.37252386054
386,226397.93246766587
2005,109296.78417040966
2908,146404.76594970596
1814,227326.00042529881
2446,493061.96368303336
208,122712.6415453793
1679,139036.1755172189
822,297739.57410391106
6,199680.7360580552
1781,365205.675621305
2397,255978.00872664654
2340,250428.69465842354
1618,172294.09911443247
2843,172311.4828612334
1061,341245.25192310486
2786,118955.652762276
1935,116778.55033113062
1341,100011.3802364287
521,279731.08756310854
2136,140505.88014199003
996,195305.6807212585
227,155955.41270281107
135,143907.07259190222
1167,177352.35428019648
294,196825.16821031773
1776,214736.7942214238
540,184129.74332655442
1717,204757.5397518751
2303,130651.32724048989
116,179140.5853986001
127,132008.1771003123
1371,107578.91501990356
1014,181585.34880974493
1507,91217.92299602751
702,179440.06302914058
750,160019.92958235508
261,148135.53957486118
1559,82504.6105001698
577,243712.6438483823
2812,203561.21128034685
2080,167837.36057499214
1368,91382.62308202044
2376,126618.7507496319
659,91156.57264150796
1235,124846.09763532935
332,110911.93993141386
1917,115710.2610513902
2094,268306.58776295756
1460,280927.1453054395
1471,214157.47235558066
1509,117807.47167411912
1922,134256.2181518022
433,459738.85050563386
460,222304.16833609308
1116,258030.58002301469
1137,173820.8149141412
53,177417.59818293992
2354,256206.88274857658
1475,203379.9551609013
1761,621762.639569962
842,150379.72236603906
2739,244199.34344404063
2509,158895.736843877
1007,196884.67250208242
2610,171675.14291981026
1952,75393.78994903795
2719,263079.3277862987
2921,123826.28998274193
1966,143226.7706647782
292,118654.06232400483
1204,191962.80449182587
1829,238347.0232706198
2419,180394.9828578661
391,162091.26850996807
798,112916.18636732327
481,177264.49006179709
193,166397.13428513263
555,125881.67327853933
899,82976.91065575625
2357,177726.83090532164
328,129914.9713642241
1356,83293.89196513093
1154,113145.15523462812
1730,177942.60332761542
2249,129777.77767114143
1119,248111.94296847784
2856,136465.02323850046
1394,147904.11546328582
2587,106048.51275387069
61,363660.5197937231
2661,190525.67720190994
2711,122236.30962396692
1147,195412.17361666204
757,106735.25798909261
2623,91455.60300216882
